sim_time,n_batch,hard_ceiling,pool_depth,pooled_total,slots_occupied,slots_empty,slots_dead,slot_size_mb,slipway_multiplier,tasks_running,tasks_completed_cum,ooms_cum,cpu_util,mem_util,mem_avail_mb,beta,lambda_speed,sigma_volume,gamma_variance,merged_factor,alpha_mem,avg_task_latency_ms,p50_latency_ms,p99_latency_ms,theta_confidence,cold_start_phase,balance_metric,prefetch_hit_rate,defrag_merges,regression_r2
67.0,18,22,115,1959,1,17,0,181.33333333333334,1.2,36,1808,0,0.4791666666666667,0.18184271812547514,3351.172226558054,0.5,1.0000070781031818,1.2872276106011746,0.5045105845703334,0.8238241047551111,0.5,1823.2277016191301,299.1122535180217,7893.351607345115,0.9879001948615508,stable,1.0,0.0,0,0.9596673162051695
67.2,17,21,113,1962,0,17,0,191.2967032967033,1.2,35,1814,0,0.4583333333333333,0.16147974199340498,3434.578976795013,0.5,1.0000087745024542,1.2884377920297703,0.5040277637172647,0.8238608976304784,0.5,1801.5215011548703,295.4733200344606,7893.351607345115,0.9879001948615508,stable,1.0,0.0,0,0.9596673162051695
67.4,18,22,115,1968,1,17,0,181.33333333333334,1.2,33,1820,0,0.4166666666666667,0.14156661212761645,3516.143156725283,0.5,1.0000116727389805,1.2853031596540558,0.5039944864228917,0.823451955744183,0.5,1772.7001995953171,295.4733200344606,7893.351607345115,0.9879001948615508,stable,1.0,0.0,0,0.9596673162051695
67.6,18,22,116,1975,0,18,0,181.33333333333334,1.2,33,1826,0,0.4166666666666667,0.14116159931593053,3517.8020892019485,0.5,1.0000132830455961,1.283925855166134,0.5037893962968434,0.8232254054074579,0.5,1758.9346505461385,291.54558199771685,7893.351607345115,0.9879001948615508,stable,1.0,0.0,0,0.9596673162051695
67.8,18,22,117,1983,3,15,0,181.33333333333334,1.2,37,1829,0,0.5,0.14936282264391576,3484.209878450521,0.5,1.0000103563422282,1.2833222463290226,0.5043543680728791,0.8232859060218799,0.5,1783.900950294806,291.54558199771685,7893.351607345115,0.9879001948615508,stable,1.0,0.0,0,0.9596673162051695
68.0,17,21,115,1988,1,16,0,191.2967032967033,1.2,39,1834,0,0.5416666666666666,0.1710607282125186,3395.335257241524,0.5,1.0001084365963133,1.292160404830704,0.5025810622729948,0.8239974934517029,0.5,1550.5761848296402,280.4173390080251,7893.351607345115,0.9879001948615508,stable,1.0,0.0,0,0.9596673162051695
68.2,18,22,114,1994,3,15,0,181.33333333333334,1.2,39,1841,0,0.5416666666666666,0.15446719249130691,3463.302379555607,0.5,1.0001134850744455,1.285612775480299,0.5026337629448406,0.8231745024127761,0.5,1546.28869235213,280.4173390080251,7893.351607345115,0.9879001948615508,stable,1.0,0.0,0,0.9596673162051695
68.4,18,23,119,2004,2,16,0,181.33333333333334,1.2,36,1849,0,0.4791666666666667,0.1466514056215804,3495.3158425740066,0.5,1.0000853646489873,1.2831182499003582,0.5027145798915765,0.8228700233927088,0.5,1529.2414561686883,281.95423549112775,7893.351607345115,0.9879001948615508,stable,1.0,0.0,0,0.9596673162051695
68.60000000000001,18,22,115,2011,2,16,0,181.33333333333334,1.2,39,1857,0,0.5416666666666666,0.15188717297737153,3473.870139484686,0.5,1.0001942246817581,1.2834632678291191,0.5018595171631471,0.8227220755259763,0.5,1437.2824184934807,280.4173390080251,7452.130162541274,0.9879001948615508,stable,1.0,0.0,0,0.9596673162051695
68.8,17,21,116,2016,0,17,0,191.2967032967033,1.2,39,1861,0,0.5416666666666666,0.16895965482814557,3403.9412538239158,0.5,1.0001422676966183,1.288103544694727,0.5018486862928428,0.8233048973744083,0.5,1437.6759854936595,281.95423549112775,7452.130162541274,0.9879001948615508,stable,1.0,0.0,0,0.9596673162051695
69.0,18,23,121,2025,1,17,0,181.33333333333334,1.2,39,1865,0,0.5416666666666666,0.16921090921071724,3402.912115872902,0.5,1.0001605277116403,1.2829252844948984,0.5015754732140228,0.8225776919763136,0.5,1359.5846954035992,280.4173390080251,7452.130162541274,0.9879001948615508,stable,1.0,0.0,0,0.9596673162051695
69.2,18,22,119,2030,2,16,0,181.33333333333334,1.2,41,1870,0,0.5833333333333334,0.15254860533346604,3471.160912554123,0.5,1.00058066911956,1.2845626363763838,0.5011217795289087,0.8227449762953318,0.5,1296.5252348242905,277.95704983482494,7452.130162541274,0.9879001948615508,stable,1.0,0.0,0,0.9596673162051695
69.4,17,21,118,2034,1,16,0,191.2967032967033,1.2,39,1877,0,0.5416666666666666,0.14934731395150624,3484.2734020546304,0.5,1.000425652771424,1.2918951809903176,0.5010892674066851,0.8236485785969059,0.5,1368.4566482562204,280.4173390080251,7854.213850420466,0.9879001948615508,stable,1.0,0.0,0,0.9596673162051695
69.60000000000001,18,23,122,2045,4,14,0,181.33333333333334,1.2,38,1885,0,0.5208333333333334,0.13158633351515525,3557.022377921924,0.5,1.0002111712441883,1.2798608735718522,0.5017692711326007,0.8222403221249897,0.5,1402.5570798146189,284.24592585856345,7854.213850420466,0.9879001948615508,stable,1.0,0.0,0,0.9596673162051695
69.8,17,21,118,2049,0,17,0,191.2967032967033,1.2,39,1892,0,0.5416666666666666,0.10993210516635421,3645.718097238613,0.5,1.0003885604632143,1.2869221381147136,0.501245630308089,0.8230459009612341,0.5,1342.0203323432747,286.8087683944651,7854.213850420466,0.9879001948615508,stable,1.0,0.0,0,0.9596673162051695
70.0,17,21,118,2053,1,16,0,191.2967032967033,1.2,38,1897,0,0.5208333333333334,0.12628653837110215,3578.7303388319656,0.5,1.0002948477446392,1.2848170847710927,0.50121949504376,0.8227546183822046,0.5,1329.5899486623548,289.32066353482355,7919.866440549814,0.9879001948615508,stable,1.0,0.0,0,0.9596673162051695
70.2,17,21,124,2061,0,17,0,191.2967032967033,1.2,38,1899,0,0.5208333333333334,0.1353431930181629,3541.634281397605,0.5,1.000431838177612,1.2852852147496545,0.5010066730215955,0.822784683325707,0.5,1332.3527847500488,291.1263599320648,7919.866440549814,0.9879001948615508,stable,1.0,0.0,0,0.9596673162051695
70.4,17,21,123,2067,1,16,0,191.2967032967033,1.2,41,1903,0,0.5833333333333334,0.1602235919822388,3439.72416724075,0.5,1.0008833712374032,1.2869758216246419,0.5008789917353611,0.8230438298800804,0.5,1260.8991770808236,291.1263599320648,7919.866440549814,0.9879001948615508,stable,1.0,0.0,0,0.9596673162051695
70.60000000000001,19,24,129,2082,3,16,0,172.35643564356437,1.2,46,1907,0,0.6875,0.19367328075260148,3302.7142420373443,0.5,1.000545768200564,1.2706214298839131,0.5010985162458865,0.8209398982613278,0.5,1309.7035986973729,291.44635111121175,7919.866440549814,0.9879001948615508,stable,1.0,0.0,0,0.9596673162051695
70.8,18,22,124,2088,3,15,0,181.33333333333334,1.2,47,1917,0,0.7083333333333334,0.18411135539789358,3341.879888290228,0.5,1.0005533791919894,1.2778482663404658,0.5010838617611095,0.8218692679601611,0.5,1313.0669734925389,291.6790215510332,7919.866440549814,0.9879001948615508,stable,1.0,0.0,0,0.9596673162051695
71.0,17,21,124,2093,0,17,0,191.2967032967033,1.2,48,1921,0,0.7291666666666666,0.2045589747120491,3258.126439579447,0.5,1.0009807205171066,1.2878901117148387,0.5007588909773119,0.823147139443135,0.5,1253.963888241582,291.44635111121175,7919.866440549814,0.9879001948615508,stable,1.0,0.0,0,0.9596673162051695
71.2,18,22,126,2100,2,16,0,181.33333333333334,1.2,50,1924,0,0.7708333333333334,0.19091655775201333,3314.0057794477534,0.5,1.000680772139862,1.2768599524913546,0.5009706746982716,0.8217351765143477,0.5,1291.142426715464,293.8262740407467,7919.866440549814,0.9879001948615508,stable,1.0,0.0,0,0.9596673162051695
71.4,17,21,124,2105,2,15,0,191.2967032967033,1.2,47,1934,0,0.7083333333333334,0.24331165247992026,3099.3954714422466,0.5,1.0003938637875591,1.2849088950466139,0.5011995357124711,0.8227777497152247,0.5,1346.2903689907318,299.6835609491768,7919.866440549814,0.9879001948615508,stable,1.0,0.0,0,0.9596673162051695
71.60000000000001,17,21,121,2109,1,16,0,191.2967032967033,1.2,49,1939,0,0.75,0.21671540421289393,3208.3337043439865,0.5,1.0001929163181704,1.2847646065207523,0.5013535715041635,0.8227641370847854,0.5,1418.3829338707446,307.72515219410224,7963.255417842321,0.9879001948615508,stable,1.0,0.0,0,0.9596673162051695
71.8,18,22,122,2113,1,17,0,181.33333333333334,1.2,42,1949,0,0.6041666666666666,0.1759481299978125,3375.31645952896,0.5,1.000133536208934,1.2746133306751317,0.501358847764726,0.8214513741832717,0.5,1461.6127540126042,314.40909662549643,7963.255417842321,0.9879001948615508,stable,1.0,0.0,0,0.9596673162051695
72.0,17,21,126,2121,0,17,0,191.2967032967033,1.2,44,1951,0,0.6458333333333334,0.2317390250038478,3146.7969535842394,0.5,1.0001722901339398,1.2888209551953018,0.5011508099201776,0.8232296720559614,0.5,1436.3882490488095,312.8838025719318,7963.255417842321,0.9879001948615508,stable,1.0,0.0,0,0.9596673162051695
72.2,17,21,125,2127,1,16,0,191.2967032967033,1.2,45,1957,0,0.6666666666666666,0.20662874979198043,3249.648640852048,0.5,1.0000796192657628,1.2825853325223724,0.5013825157604859,0.8224733137697174,0.5,1450.1628575034383,314.40909662549643,7963.255417842321,0.9879001948615508,stable,1.0,0.0,0,0.9596673162051695
72.4,17,21,122,2130,0,17,0,191.2967032967033,1.2,46,1962,0,0.6875,0.22435117115360725,3177.0576029548247,0.5,1.0000949149441039,1.2808515886286929,0.5013554685417877,0.8222466981125726,0.5,1546.8782525521906,316.0389923598643,7963.255417842321,0.9879001948615508,stable,1.0,0.0,0,0.9596673162051695
72.60000000000001,17,21,127,2138,0,17,0,191.2967032967033,1.2,46,1965,0,0.6875,0.20455706718061972,3258.1342528281816,0.5,1.000088365438981,1.2802138544875674,0.501565378592349,0.8222153508251839,0.5,1548.7875816218639,316.0389923598643,7963.255417842321,0.9879001948615508,stable,1.0,0.0,0,0.9596673162051695
72.8,17,21,126,2142,0,17,0,191.2967032967033,1.2,49,1967,0,0.75,0.23131956711195611,3148.5150531094278,0.5,1.0000563570366912,1.28053450098616,0.5019305645331036,0.8223410436759825,0.5,1556.6968274453675,316.0389923598643,7963.255417842321,0.9879001948615508,stable,1.0,0.0,0,0.9596673162051695
73.0,17,21,126,2146,0,17,0,191.2967032967033,1.2,49,1971,0,0.75,0.2324108748181083,3144.0450567450284,0.5,1.000053203547843,1.278761365906357,0.5019366289184737,0.8221141524536453,0.5,1554.201214132072,314.97676267275665,7963.255417842321,0.9879001948615508,stable,1.0,0.0,0,0.9596673162051695
73.2,18,22,129,2152,0,18,0,181.33333333333334,1.2,49,1974,0,0.75,0.2341219316133748,3137.036568111617,0.5,1.000044147530283,1.2739010093266474,0.5021717383872423,0.8215444756152517,0.5,1497.5728260320764,314.97676267275665,7963.255417842321,0.9879001948615508,stable,1.0,0.0,0,0.9596673162051695
73.4,17,21,130,2158,0,17,0,191.2967032967033,1.2,51,1977,0,0.7916666666666666,0.23799527409643373,3121.1713573010074,0.5,1.0001128057670434,1.2832597745671284,0.5017752379758429,0.8226618659819795,0.5,1481.2919869690365,314.97676267275665,7963.255417842321,0.9879001948615508,stable,1.0,0.0,0,0.9596673162051695
73.60000000000001,18,23,128,2163,1,17,0,181.33333333333334,1.2,51,1984,0,0.7916666666666666,0.24149586409149082,3106.8329406812536,0.5,1.0000869694324501,1.2729589713307214,0.5015999261623352,0.8212895996427674,0.5,1503.803304882446,314.9500941511576,7963.255417842321,0.9879001948615508,stable,1.0,0.0,0,0.9596673162051695
73.8,18,23,131,2171,2,16,0,181.33333333333334,1.2,49,1991,0,0.75,0.2049144972079725,3256.6702194361446,0.5,1.000023622868413,1.2695238677594927,0.5023483185630734,0.8210190563382976,0.5,1667.1438940291046,315.17940852283743,7963.255417842321,0.9879001948615508,stable,1.0,0.0,0,0.9596673162051695
74.0,18,22,134,2180,0,18,0,181.33333333333334,1.2,50,1996,0,0.7708333333333334,0.181484214502463,3352.6406573979116,0.5,1.000010626438308,1.2802963622065318,0.503303134034654,0.8226398415502376,0.5,1635.8137113934292,315.17940852283743,7767.058967557786,0.9879001948615508,stable,1.0,0.0,0,0.9596673162051695
74.2,18,22,131,2185,2,16,0,181.33333333333334,1.2,51,2003,0,0.7916666666666666,0.18594479487043147,3334.3701202107127,0.5,1.000035707514824,1.271162425841669,0.5024350653597677,0.8212311271447129,0.5,1658.694163839848,314.9500941511576,7767.058967557786,0.9877894795541449,stable,1.0,0.0,0,0.9592982651804831
